CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-3061-45,01-315,CIUDAD CAPITAL,ZONA 1,CENTRO DE ESTUDIOS TECNOLOGICOS 'TECNO PRO',11 CALLE 10-28,22326796,LILIAN YOLANDA RODRÍGUEZ PINTO DE CASTRO,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3062-45,,CIUDAD CAPITAL,ZONA 1,INSTITUTO 'FEDERICO CROWE',4A. AV. 9-66,22517748,,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3066-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO GUATEMALA DE LA ASUNCION,9A. CALLE 1-60,22539506,AMADO  SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3084-43,,CIUDAD CAPITAL,ZONA 1,CPMI 'LUIS CARDOZA Y ARAGON',20 CALLE 6-17,,,,PRIMARIA,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3085-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO PARA ADULTOS 'AHALCAB',2AV. 5-37,,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DOMINICAL,GUATEMALA NORTE
00-01-3085-46,01-,CIUDAD CAPITAL,ZONA 1,COLEGIO PARA ADULTOS  AHALCAB,2AV. 5-37 ZONA 1,,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3087-46,,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO PREUNIVERSITARIO DE COMPUTACION,5A. AVE 3-79 ZONA 1,"25763, 26725 Y 21568",,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3095-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO RAMA ADULTA GUATEMALTECA DE DESEO ESTUDIANTIL (RAGDE),1A. CALLE 18-34 ZONA 1,,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,SABATINO,GUATEMALA NORTE
00-01-3096-45,,CIUDAD CAPITAL,ZONA 1,IPMB Y BACHILLERATO PORMADUREZ 'CAMPERO',2A. AVE 13-29,22209015,,,BASICO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-3096-46,,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA Y BACHILLERATO PORMADUREZ 'CAMPERO',2A. AVE 13-29 ZONA 1,22209015,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,SABATINO,GUATEMALA NORTE
00-01-3105-43,,CIUDAD CAPITAL,ZONA 1,EPUM 'CENTRO EDUCATIVO EXPERIMENTAL NNAT DE SODIFAG',5A. Y 6A. CALLE ENTRE 13 Y 14 AV. 2DO. NIVEL MERCADO COLON,22512525,,,PRIMARIA,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3111-43,,CIUDAD CAPITAL,ZONA 1,EPUM 'CENTRO EDUCATIVO EXPERIMENTAL NNAT DE SODIFAG',MERCADO CENTRAL,22512525,,,PRIMARIA,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3112-43,,CIUDAD CAPITAL,ZONA 1,EPUM CENTRO EDUCATIVO EXPERIMENTAL NNAT DE SODIFAG,PARQUE CENTRAL,22512525,,,PRIMARIA,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3113-43,,CIUDAD CAPITAL,ZONA 1,EPUM CENTRO EDUCATIVO EXPERIMENTAL NNAT DE SODIFAG,20 CALLE 'A' 6-17,,,,PRIMARIA,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3114-43,,CIUDAD CAPITAL,ZONA 1,EPUM CENTRO EDUCATIVO EXPERIMENTAL NNAT DE SODIFAG,PARQUE CONCORDIA 6A. AV. CORREOS Y 9A. CALLE,22512525,,,PRIMARIA,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3115-43,,CIUDAD CAPITAL,ZONA 1,EPUM CENTRO EDUCATIVO EXPERIMENTAL NNAT DE SODIFAG,6A. AV. 19-15,22512525,,,PRIMARIA,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
